transaction_id,settlement_date,usd_amount_received,fx_rate_applied,fees_deducted
TXN-2024-017005,2024-11-14,17.4166,129.2298,0.8291
TXN-2024-009182,2024-12-31,10.6684,128.3472,0.5993
TXN-2024-018294,2024-10-14,222.0826,17.2697,6.0534
TXN-2024-009573,2024-11-29,197.5343,5.0149,6.2085
TXN-2024-009209,2024-11-29,346.2824,3988.3005,10.6511
TXN-2024-009560,2024-11-08,214.0169,17.394,7.1048
TXN-2024-014011,2024-12-23,232.2972,4.9944,7.6896
TXN-2024-000257,2024-10-17,196.1397,3947.2888,5.9588
TXN-2024-008491,2024-12-16,37.4327,17.7019,1.3869
TXN-2024-016177,2024-11-27,32.2493,130.3894,1.2721
TXN-2024-021007,2024-12-25,10.6626,15324.1143,0.6274
TXN-2024-020189,2024-12-09,45.1248,17.2641,1.6567
TXN-2024-018352,2024-12-01,218.3818,4.9345,6.5995
TXN-2024-002360,2024-11-13,18.6048,130.2906,0.8532
TXN-2024-009693,2024-11-26,40.8065,129.5076,1.4841
TXN-2024-019324,2024-11-26,120.4106,4.9889,3.4464
TXN-2024-017165,2024-10-27,174.019,15687.242,4.821
TXN-2024-013565,2024-10-26,52.1953,131.7141,1.8122
TXN-2024-024104,2024-11-25,79.169,131.2154,2.6734
TXN-2024-004579,2024-11-15,93.9129,131.6678,3.014
TXN-2024-015612,2024-10-20,107.0565,15326.5142,3.5063
TXN-2024-019089,2024-10-23,100.4466,15302.0082,3.4715
TXN-2024-011836,2024-12-20,58.0383,129.2815,1.8471
TXN-2024-006113,2024-12-26,249.0852,5.0153,8.4408
TXN-2024-004336,2024-12-02,78.743,5.0295,2.6607
TXN-2024-024873,2024-11-09,111.6857,15683.0389,3.8987
TXN-2024-000509,2024-10-03,13.5233,4.9404,0.6982
TXN-2024-008201,2024-10-21,142.8892,15401.0951,4.0925
TXN-2024-014197,2024-11-23,100.278,5.0672,3.3039
TXN-2024-021708,2024-11-12,16.0998,15448.5137,0.7898
TXN-2024-004847,2024-10-04,260.9113,17.2706,7.8246
TXN-2024-008455,2024-12-20,188.4874,17.674,5.192
TXN-2024-020134,2024-11-01,92.5026,130.6493,3.0717
TXN-2024-012670,2024-11-19,178.1086,17.7194,5.6284
TXN-2024-019239,2024-12-30,149.6701,3941.8853,5.1544
TXN-2024-011302,2024-11-11,221.0387,4.9467,7.5137
TXN-2024-003779,2024-12-22,100.7466,129.2276,3.5371
TXN-2024-018351,2024-11-17,13.8688,17.5762,0.7146
TXN-2024-009047,2024-10-29,76.034,4020.513,2.6905
TXN-2024-012186,2024-11-06,76.862,17.508,2.6045
TXN-2024-023237,2024-12-14,213.1621,3969.4993,7.0774
TXN-2024-005740,2024-11-03,98.0744,15399.4217,3.1338
TXN-2024-005876,2024-12-15,162.1702,5.0263,5.4461
TXN-2024-006337,2024-10-11,32.1891,17.7377,1.2707
TXN-2024-014738,2024-12-19,138.3845,15650.6371,4.442
TXN-2024-014992,2024-12-16,39.0083,15518.9711,1.3592
TXN-2024-005734,2024-11-05,132.6671,4.9572,3.7607
TXN-2024-007042,2024-11-21,130.2343,15537.1062,4.1986
TXN-2024-002206,2024-10-09,249.7165,17.2844,7.5021
TXN-2024-011707,2024-10-31,27.8884,131.3477,1.0741
TXN-2024-002089,2024-10-22,64.1267,15607.3856,2.3095
TXN-2024-024865,2024-12-08,39.2455,5.468,1.5135
TXN-2024-019024,2024-11-27,40.2348,4046.4111,1.3906
TXN-2024-011997,2024-11-07,12.5545,17.7432,0.6703
TXN-2024-020723,2024-12-14,36.2455,15392.2856,1.3528
TXN-2024-024314,2024-12-30,89.0847,4.9407,2.6432
TXN-2024-021222,2024-12-25,189.3617,3977.1306,6.316
TXN-2024-021334,2024-11-29,18.8523,4.9724,0.8424
TXN-2024-023422,2024-12-29,209.027,17.2973,7.1166
TXN-2024-009190,2024-10-27,55.7529,128.4899,1.9147
TXN-2024-021904,2024-11-09,219.58,17.4606,6.867
TXN-2024-000240,2024-10-09,95.0399,17.5489,2.7959
TXN-2024-005528,2024-10-12,137.8395,17.7439,4.7633
TXN-2024-012373,2024-12-26,267.3952,17.6824,8.0114
TXN-2024-002911,2024-10-20,115.9602,4052.433,3.7722
TXN-2024-000939,2024-11-30,41.6468,5.01,1.5528
TXN-2024-002772,2025-01-01,65.3014,3967.7901,2.2593
TXN-2024-022991,2024-11-07,55.8297,17.4206,1.9169
TXN-2024-001969,2024-12-22,52.3375,131.3016,1.9368
TXN-2024-005304,2024-11-01,83.3774,131.3065,2.4969
TXN-2024-021505,2024-12-11,358.8476,4054.9611,9.5602
TXN-2024-004440,2024-11-26,54.9949,129.4676,1.8929
TXN-2024-021379,2024-12-05,205.0982,4022.85,6.4344
TXN-2024-003392,2024-10-13,31.9529,15274.4169,1.1783
TXN-2024-007062,2024-10-21,212.0489,4037.7059,6.417
TXN-2024-004556,2024-12-19,33.0425,4.9602,1.2989
TXN-2024-010185,2024-12-26,12.0546,4.9821,0.669
TXN-2024-017863,2024-12-20,244.4007,4049.3822,8.0768
TXN-2024-001200,2024-12-24,39.1962,131.0992,1.4377
TXN-2024-019970,2024-10-09,272.1067,4045.0347,9.2019
TXN-2024-000633,2024-10-28,101.2557,17.6257,3.3331
TXN-2024-011419,2024-10-29,124.5576,17.663,4.3242
TXN-2024-018640,2024-10-29,21.4889,15479.1181,0.9507
TXN-2024-004593,2024-11-08,177.7851,17.6032,5.9457
TXN-2024-010853,2024-11-20,61.4482,17.7522,2.238
TXN-2024-020387,2024-12-30,247.5438,17.7213,6.7062
TXN-2024-009202,2024-12-24,95.1465,129.5656,3.1506
TXN-2024-017973,2024-10-07,26.1754,15566.4485,1.0301
TXN-2024-018228,2024-11-17,109.5062,15637.533,3.8266
TXN-2024-009316,2024-12-04,183.5023,17.3792,5.7895
TXN-2024-007480,2024-10-12,62.6374,15364.8546,2.1797
TXN-2024-002247,2024-10-17,25.339,4009.1039,1.0386
TXN-2024-019545,2024-10-07,278.068,4.9316,8.6138
TXN-2024-007985,2024-12-29,82.947,130.0944,2.6981
TXN-2024-021838,2024-10-26,78.0665,17.3533,2.7873
TXN-2024-012752,2024-12-04,60.9324,130.3165,2.1288
TXN-2024-010122,2024-10-26,157.0904,5.032,5.3997
TXN-2024-010826,2024-10-02,37.5859,131.7527,1.3914
TXN-2024-008997,2024-11-12,30.7983,130.3431,1.2288
TXN-2024-011327,2024-12-13,148.532,5.0251,4.5873
TXN-2024-018551,2024-12-21,127.9562,17.7104,4.4366
TXN-2024-024475,2024-10-19,34.2609,15453.5685,1.3392
TXN-2024-024375,2024-12-02,11.995,130.6617,0.6417
TXN-2024-015477,2024-12-10,54.3154,5.0222,1.7517
TXN-2024-003872,2024-12-24,102.5258,15604.5057,3.371
TXN-2024-003772,2024-10-29,22.1482,130.7613,0.9704
TXN-2024-022785,2024-11-19,216.8995,17.3175,6.7869
TXN-2024-008033,2024-10-08,233.0021,3994.5036,7.7121
TXN-2024-019789,2024-11-19,112.9866,5.0042,3.6834
TXN-2024-010907,2024-11-18,47.6947,15455.9849,1.5819
TXN-2024-021977,2024-11-01,28.6602,17.2535,1.1749
TXN-2024-000402,2024-11-06,48.3709,15276.2852,1.8055
TXN-2024-008837,2024-12-07,236.5191,4.9355,7.1219
TXN-2024-005986,2024-11-25,173.0334,17.3081,5.9267
TXN-2024-022928,2024-10-25,101.2158,4019.6135,3.4961
TXN-2024-021080,2024-10-18,55.0272,17.3304,2.0257
TXN-2024-007002,2024-12-03,139.2425,15454.8324,4.4676
TXN-2024-014186,2024-12-28,166.381,15518.3,5.1015
TXN-2024-017017,2024-11-05,144.0182,15499.7283,4.9675
TXN-2024-016685,2024-11-28,178.7668,17.7337,4.9427
TXN-2024-017671,2024-10-08,83.7037,4050.353,2.9358
TXN-2024-010534,2024-12-28,86.5586,4014.3723,2.8941
TXN-2024-003796,2024-10-06,61.2182,17.4307,2.1373
TXN-2024-003332,2024-10-22,106.968,15557.6474,3.7427
TXN-2024-005152,2024-12-27,88.7899,4.9719,3.0985
TXN-2024-005535,2024-11-17,105.3621,131.1599,3.3438
TXN-2024-015056,2024-12-27,185.7033,15420.4191,5.6581
TXN-2024-013678,2024-10-27,61.1196,4051.4983,2.1344
TXN-2024-013647,2024-11-22,80.3712,15355.0304,2.8292
TXN-2024-000166,2024-12-12,123.4075,17.2552,3.9947
TXN-2024-016894,2024-12-22,24.5301,17.3538,1.0153
TXN-2024-019005,2024-11-21,106.8181,4020.5938,3.6753
TXN-2024-022646,2024-10-15,7.0548,15718.8657,0.5197
TXN-2024-005002,2024-10-18,346.3382,3942.0726,11.6558
TXN-2024-014048,2024-11-08,168.1278,17.4527,5.6367
TXN-2024-016603,2024-11-22,35.5038,17.4098,1.3938
TXN-2024-013965,2024-10-22,250.8472,4033.5039,7.8008
TXN-2024-017200,2024-10-10,219.0522,17.4134,6.6188
TXN-2024-014654,2024-10-14,156.3073,15718.0374,5.2585
TXN-2024-021116,2024-11-06,237.4339,5.0698,7.4002
TXN-2024-016574,2024-10-21,216.8358,17.5048,7.3747
TXN-2024-018623,2024-10-17,310.275,3954.1507,8.3147
TXN-2024-011122,2024-12-01,237.2572,5.0562,7.3949
TXN-2024-004737,2024-11-04,70.1806,17.5204,2.5266
TXN-2024-001562,2024-10-30,41.0482,17.3726,1.5349
TXN-2024-007113,2024-10-25,113.0309,17.6762,3.6848
TXN-2024-018578,2024-11-07,49.6613,17.2797,1.8483
TXN-2024-023614,2024-10-23,201.5093,17.5981,6.3273
TXN-2024-024593,2024-11-26,17.1628,130.857,0.774
TXN-2024-005323,2024-11-12,164.0863,17.537,4.5663
TXN-2024-023690,2024-12-07,178.5605,4039.5265,5.9705
TXN-2024-003699,2024-11-30,119.9343,17.4194,3.8909
TXN-2024-007233,2024-12-05,214.6036,4003.9518,7.1235
TXN-2024-006899,2024-10-30,121.7067,5.0332,4.1516
TXN-2024-013116,2024-11-19,61.9711,15545.6171,2.1598
TXN-2024-018190,2024-12-17,189.097,3987.9713,5.2076
TXN-2024-021940,2024-12-28,139.6887,5.0621,4.8244
TXN-2024-022529,2024-12-05,21.8434,17.5735,0.9568
TXN-2024-022722,2024-12-23,117.4989,17.2951,4.017
TXN-2024-023852,2024-12-12,108.8906,17.6426,3.5611
TXN-2024-002849,2024-10-02,78.3709,4049.439,2.7974
TXN-2024-018076,2024-11-25,47.9084,5.0077,1.5874
TXN-2024-011736,2024-10-12,20.5591,130.8889,0.8861
TXN-2024-024309,2024-10-24,114.8864,5.0744,4.0045
TXN-2024-002244,2024-11-27,140.886,4.9359,4.7652
TXN-2024-016715,2024-11-05,57.8741,5.0416,2.0374
TXN-2024-004858,2024-12-31,43.021,129.0137,1.6288
TXN-2024-008662,2024-10-19,152.178,3972.5058,4.8539
TXN-2024-011670,2024-11-06,107.3617,4.9342,3.5154
TXN-2024-016976,2024-11-18,157.0451,17.6141,4.8326
TXN-2024-008285,2024-12-12,139.2814,5.071,4.7139
TXN-2024-006839,2025-01-01,13.2061,130.0611,0.6432
TXN-2024-005515,2024-10-14,181.3544,15695.0442,6.2018
TXN-2024-020950,2024-12-13,112.938,4.9509,3.562
TXN-2024-021272,2024-10-19,178.3087,17.2467,4.931
TXN-2024-000882,2024-12-09,148.9549,15603.3102,4.7577
TXN-2024-019514,2024-10-19,78.3875,129.098,2.7657
TXN-2024-020512,2024-11-16,166.704,17.6997,4.6334
TXN-2024-021954,2024-10-14,257.8298,3958.648,8.0093
TXN-2024-014944,2024-10-04,51.6255,4055.8516,1.9132
TXN-2024-016377,2024-11-02,349.2844,4042.6636,11.4322
TXN-2024-016076,2024-10-05,63.0552,17.6804,2.1922
TXN-2024-003507,2024-11-16,27.0836,128.7022,1.0888
TXN-2024-011996,2024-12-26,36.4497,17.2583,1.3976
TXN-2024-006114,2024-10-16,103.8745,15369.7577,3.3009
TXN-2024-017066,2024-11-03,30.367,131.2962,1.2105
TXN-2024-001807,2024-11-30,71.4704,15679.758,2.3675
TXN-2024-016660,2024-10-07,98.9227,15291.4299,3.4227
TXN-2024-010672,2024-11-18,315.7615,4045.9966,9.4046
TXN-2024-018632,2024-10-29,285.2289,3955.8729,8.5251
TXN-2024-023555,2024-10-15,59.1824,15535.9256,2.0765
TXN-2024-020695,2024-10-18,261.0804,4.9833,8.6104
TXN-2024-017146,2024-12-16,269.1217,17.3328,7.2595
TXN-2024-005797,2024-11-04,64.817,4.9733,2.3316
TXN-2024-023111,2024-11-10,5.6158,131.1488,0.4767
TXN-2024-021463,2024-11-27,22.273,17.3696,0.9503
TXN-2024-004891,2024-12-01,38.7056,5.0547,1.4649
TXN-2024-008609,2024-10-31,67.8158,15665.7302,2.4275
TXN-2024-008242,2024-10-15,182.2295,15636.8021,5.5581
TXN-2024-000253,2024-12-25,76.8083,15335.0715,2.3284
TXN-2024-010905,2024-12-27,345.8132,4049.874,9.226
TXN-2024-020545,2024-12-25,32.7051,131.4231,1.2857
TXN-2024-002926,2024-11-17,79.987,128.2889,2.8508
TXN-2024-022485,2024-10-27,109.8389,15671.4754,3.5894
TXN-2024-008324,2024-12-17,12.5131,3976.4578,0.6203
TXN-2024-010724,2024-12-01,22.6326,4.9733,0.9393
TXN-2024-005149,2024-10-20,51.9432,130.3361,1.6908
TXN-2024-018308,2024-12-08,18.5201,131.023,0.8338
TXN-2024-004534,2024-10-28,269.0139,4.9654,8.3434
TXN-2024-003589,2024-10-07,40.8452,15603.997,1.5288
TXN-2024-006502,2024-10-04,226.5228,4.985,6.1673
TXN-2024-014722,2024-10-28,105.2617,15511.7685,3.6255
TXN-2024-002436,2024-11-07,50.5545,5.0056,1.7649
TXN-2024-001274,2024-10-12,230.9715,3940.437,7.2072
TXN-2024-023159,2024-11-12,41.8445,4.9622,1.5899
TXN-2024-003584,2024-10-03,111.753,17.5284,3.5279
TXN-2024-014907,2024-10-30,232.1859,4008.9752,7.686
TXN-2024-016019,2024-12-23,54.3924,15671.9868,2.0047
TXN-2024-006958,2024-12-05,88.5044,130.1201,2.6283
TXN-2024-024203,2024-12-19,36.7068,15576.5376,1.366
TXN-2024-008588,2024-10-17,100.0632,5.0119,3.1911
TXN-2024-005401,2024-12-29,86.6779,15664.8719,2.8977
TXN-2024-010806,2024-12-21,52.7441,130.5388,1.828
TXN-2024-008614,2024-10-08,66.2724,15464.5947,2.3974
TXN-2024-019619,2024-11-24,34.1132,17.5856,1.2913
TXN-2024-010023,2024-12-09,200.4613,17.2811,6.8334
TXN-2024-014520,2024-10-27,41.2792,15457.8428,1.5418
TXN-2024-013960,2024-10-23,134.7305,4005.4398,4.3328
TXN-2024-010547,2024-11-29,87.934,17.6217,2.9352
TXN-2024-011038,2024-10-07,80.5071,129.035,2.868
TXN-2024-024217,2024-12-10,32.3526,17.509,1.293
TXN-2024-017061,2024-11-19,253.9237,17.5393,8.3815
TXN-2024-022087,2024-11-24,125.051,15550.5232,4.2586
TXN-2024-001044,2024-10-06,71.9864,5.0606,2.3823
TXN-2024-007201,2024-12-22,73.6267,15492.2973,2.2468
TXN-2024-010358,2024-10-20,76.0026,131.0705,2.498
TXN-2024-019894,2024-10-15,159.3917,17.2954,5.0694
TXN-2024-007769,2024-10-14,30.656,128.1714,1.2387
TXN-2024-004640,2024-10-04,172.0235,4.9921,4.7698
TXN-2024-004224,2024-12-27,13.4152,131.5841,0.703
TXN-2024-014204,2024-12-18,246.4167,17.2381,7.4071
TXN-2024-005100,2024-10-18,81.5385,130.443,2.9021
TXN-2024-019931,2024-12-07,47.7195,15486.6427,1.7342
TXN-2024-000642,2024-11-21,42.7956,129.9744,1.5414
TXN-2024-021160,2024-10-26,215.2025,17.4764,6.7362
TXN-2024-009575,2024-10-06,282.4761,5.0462,8.4458
TXN-2024-017379,2024-11-06,142.1789,17.6167,4.8066
TXN-2024-017653,2024-11-08,69.5769,4003.9469,2.3869
TXN-2024-009367,2024-12-12,70.9526,128.4152,2.428
TXN-2024-019552,2024-10-10,51.8009,129.002,1.8008
TXN-2024-013564,2024-12-24,154.9647,15695.4486,4.9372
TXN-2024-021178,2024-12-12,145.8286,15519.6782,4.0982
TXN-2024-012088,2024-10-22,91.559,17.407,2.9461
TXN-2024-009145,2024-12-02,75.5075,17.456,2.6736
TXN-2024-023378,2024-11-21,8.3109,129.0952,0.5481
TXN-2024-017071,2024-10-16,252.8229,17.6042,7.8598
TXN-2024-007681,2024-12-30,241.7221,5.0043,7.2718
TXN-2024-009214,2024-11-21,294.8047,4026.92,7.9181
TXN-2024-005461,2024-11-09,20.8843,131.7315,0.8945
TXN-2024-002834,2024-12-27,62.9868,15443.5624,2.2888
TXN-2024-001740,2024-12-17,159.1359,15473.7389,5.349
TXN-2024-024632,2024-10-11,55.6686,130.4078,1.9123
TXN-2024-018289,2024-12-10,344.0252,4010.1141,11.264
TXN-2024-022148,2024-12-15,98.8775,15297.1052,3.4753
TXN-2024-012323,2024-10-23,166.6481,3940.7787,5.7156
TXN-2024-012092,2024-10-03,102.1639,3974.4265,3.2516
TXN-2024-021615,2024-10-18,274.4057,17.3732,7.395
TXN-2024-017575,2024-12-05,178.8738,4013.5472,6.1198
TXN-2024-018973,2024-11-04,15.3834,129.4149,0.7518
TXN-2024-005360,2024-12-01,164.9312,15270.2287,4.588
TXN-2024-020447,2024-12-11,88.0562,15458.9431,2.6168
TXN-2024-015188,2024-10-26,70.7305,4.9756,2.3461
TXN-2024-006891,2024-12-01,29.8364,3951.7506,1.2001
TXN-2024-009850,2024-10-09,164.9778,17.4863,4.5892
TXN-2024-008423,2024-10-03,54.9126,3997.9426,1.767
TXN-2024-013049,2024-10-16,224.6413,4.9707,6.119
TXN-2024-017818,2024-10-30,10.9071,5.0079,0.6347
TXN-2024-003168,2024-12-29,90.391,128.6127,3.1947
TXN-2024-003790,2024-10-23,117.0166,15713.0291,3.3594
TXN-2024-001793,2024-10-06,16.6405,128.8658,0.5448
TXN-2024-017316,2024-11-01,88.3611,5.0746,2.854
TXN-2024-010916,2024-11-21,74.413,17.3529,2.267
TXN-2024-008251,2024-11-30,144.5346,3949.7196,4.6256
TXN-2024-002162,2024-12-30,196.1303,4041.3575,6.5325
TXN-2024-009078,2024-12-31,252.9217,4.9769,8.3494
TXN-2024-001375,2024-12-26,218.5546,5.0254,5.9629
TXN-2024-016594,2024-11-26,106.4125,17.5997,3.4871
TXN-2024-003799,2024-11-28,10.7386,17.6491,0.6297
TXN-2024-016270,2024-11-26,13.5934,4021.0621,0.656
TXN-2024-000694,2024-12-21,259.3367,17.6887,8.0543
TXN-2024-008077,2024-11-01,180.9363,4.9583,5.5208
TXN-2024-013963,2024-10-05,56.1508,17.4079,1.986
TXN-2024-018583,2024-11-24,246.3028,5.0437,7.4038
TXN-2024-021358,2024-11-18,91.716,4.9932,2.9507
TXN-2024-008741,2024-11-14,104.1578,17.4608,3.4197
TXN-2024-018430,2024-11-13,157.165,15337.482,5.286
TXN-2024-023930,2024-11-21,67.9424,129.7312,2.2658
TXN-2024-005109,2024-11-27,50.5377,17.6996,1.8748
TXN-2024-003804,2024-10-24,78.0092,15607.4069,2.6388
TXN-2024-000871,2024-11-01,80.7352,129.008,2.8755
TXN-2024-020936,2024-10-04,90.0933,15563.1277,2.9997
TXN-2024-012930,2024-12-03,9.8521,4.9745,0.6032
TXN-2024-009281,2024-10-04,268.6524,3967.961,8.0476
TXN-2024-008421,2024-12-09,30.7353,128.46,1.2227
TXN-2024-024237,2024-10-25,98.9906,3992.9863,3.2654
TXN-2024-016469,2024-12-23,13.459,4.9543,0.6964
TXN-2024-018043,2024-10-04,94.7022,15578.5713,2.7872
TXN-2024-018366,2024-11-22,102.5723,5.0114,2.989
TXN-2024-005784,2024-11-21,80.0168,129.2088,2.6987
TXN-2024-008291,2024-12-13,178.8562,15685.0629,5.6507
TXN-2024-023916,2024-12-13,245.6234,17.7382,7.3842
TXN-2024-011941,2024-10-06,59.5802,15699.5414,1.8867
TXN-2024-023868,2024-12-06,220.7204,4.9455,7.3192
TXN-2024-024651,2024-12-20,278.8796,3989.4234,7.5097
TXN-2024-004187,2024-10-23,240.795,3954.6671,6.5332
TXN-2024-007497,2024-11-30,57.7673,128.1726,2.1061
TXN-2024-000155,2024-11-03,125.3741,17.5516,4.0534
TXN-2024-001918,2024-10-20,275.5535,4022.106,9.3158
TXN-2024-013626,2024-11-06,113.8939,15583.1264,3.7105
TXN-2024-002539,2024-12-17,31.8847,17.7244,1.1765
TXN-2024-007629,2024-12-05,247.6706,17.5524,7.7059
TXN-2024-018269,2024-12-13,23.6537,130.1494,1.1001
TXN-2024-006143,2024-12-13,266.7212,17.3773,8.2749
TXN-2024-003496,2024-10-13,13.6711,5.0384,0.7025
TXN-2024-003414,2024-10-03,82.0724,4058.3711,2.6729
TXN-2024-021625,2024-12-05,86.1373,131.2401,2.8815
TXN-2024-003475,2024-12-26,109.7911,131.7625,3.588
TXN-2024-007529,2024-10-06,135.7817,15456.6313,4.6019
TXN-2024-005900,2024-12-28,27.1605,129.7025,1.091
TXN-2024-007783,2024-11-03,99.8364,5.0014,3.2907
TXN-2024-024736,2024-10-07,100.8322,15443.6688,3.3204
TXN-2024-024324,2024-10-12,50.1411,17.4551,1.8065
TXN-2024-005629,2024-10-17,277.7519,4009.6566,9.3885
TXN-2024-013502,2024-10-18,67.7356,4.9565,2.332
TXN-2024-021301,2024-10-26,50.1776,4021.7113,1.8633
TXN-2024-009231,2024-11-09,207.5063,17.4883,7.0663
TXN-2024-005108,2024-10-06,87.4753,15308.9439,2.8285
TXN-2024-012335,2024-11-24,185.6254,4.9547,6.1965
TXN-2024-002778,2024-10-29,46.7825,15519.2308,1.5585
TXN-2024-012038,2024-10-12,72.6973,3996.0409,2.4028
TXN-2024-011579,2024-10-16,165.8827,15505.1389,5.5649
TXN-2024-010971,2024-11-10,26.9181,5.0701,1.1129
TXN-2024-014730,2024-11-14,69.4798,17.6274,2.1405
TXN-2024-022038,2024-10-23,66.8663,4042.3227,2.4171
TXN-2024-021210,2024-11-25,98.5209,17.5169,2.8852
TXN-2024-023943,2024-11-11,292.6626,4.9363,8.7393
TXN-2024-015465,2024-12-05,112.8549,15477.2462,3.6795
TXN-2024-020526,2024-10-20,50.6617,15383.1516,1.768
TXN-2024-013843,2024-10-06,193.7869,17.2623,6.6128
TXN-2024-024103,2024-11-30,272.8844,4050.9293,8.988
TXN-2024-005131,2024-11-30,136.0288,3991.0634,4.3716
TXN-2024-005265,2024-11-02,124.1509,3953.1519,3.5423
TXN-2024-013428,2024-12-31,134.9891,4041.5763,3.8202
TXN-2024-001091,2024-12-18,62.221,4029.2278,2.2486
TXN-2024-013842,2024-12-22,173.1883,4002.6928,5.9318
TXN-2024-023235,2024-10-05,301.0447,4009.1127,10.1585
TXN-2024-007275,2024-11-08,165.6058,4021.8414,4.6053
TXN-2024-012556,2024-12-23,229.0265,5.0078,7.1491
TXN-2024-006315,2024-12-22,208.3267,4.9851,6.9227
TXN-2024-007724,2024-10-11,63.2134,130.429,2.2803
TXN-2024-020959,2024-12-18,212.7827,4025.3854,7.0653
TXN-2024-021900,2024-11-15,358.5834,3968.19,11.7297
TXN-2024-003395,2024-11-12,273.7145,17.4797,9.0146
TXN-2024-019740,2024-11-01,229.9475,3955.8461,7.1766
TXN-2024-021310,2024-12-23,260.1735,3965.8073,8.8074
TXN-2024-004046,2024-11-17,287.0864,4.9309,9.6971
TXN-2024-021978,2024-12-19,40.6142,17.3727,1.522
TXN-2024-015721,2024-12-04,41.8249,17.468,1.5893
TXN-2024-003128,2024-10-27,32.4906,128.2839,1.2807
TXN-2024-005375,2024-12-16,24.3086,4004.4462,1.0102
TXN-2024-007134,2024-11-27,77.1194,3940.6697,2.5302
TXN-2024-008366,2024-11-04,94.574,4.9641,3.1335
TXN-2024-005667,2024-10-16,35.7001,17.6696,1.3868
TXN-2024-021539,2024-10-05,16.5423,17.2581,0.7852
TXN-2024-020708,2024-12-27,28.7038,17.5088,1.1355
TXN-2024-013972,2024-12-04,40.3008,128.1951,1.5389
TXN-2024-022885,2024-10-20,77.8711,131.8635,2.6347
TXN-2024-014074,2024-11-06,147.233,3976.2751,4.7062
TXN-2024-005338,2024-12-01,265.6768,17.4746,8.9893
TXN-2024-022999,2024-10-17,58.0799,17.4815,2.1266
TXN-2024-011272,2024-12-29,40.4857,130.542,1.5532
TXN-2024-009271,2024-12-29,13.8775,128.09,0.7234
TXN-2024-002547,2024-11-10,64.2635,4031.7382,2.3139
TXN-2024-014078,2024-12-05,54.5066,15640.528,2.0018
TXN-2024-012060,2024-11-06,260.6367,17.4829,7.042
TXN-2024-017609,2024-10-24,71.5208,15548.6353,2.445
TXN-2024-022904,2024-12-19,200.639,17.3292,6.3013
TXN-2024-022876,2024-12-11,216.1039,17.5795,5.9001
TXN-2024-010662,2024-11-27,253.8836,3960.9746,7.6222
TXN-2024-014174,2024-12-11,272.6429,17.6629,8.1626
TXN-2024-021126,2024-12-08,10.4977,128.3435,0.6281
TXN-2024-004649,2024-12-25,256.497,17.4396,7.9695
TXN-2024-011849,2024-12-22,200.5535,3976.7131,6.2987
TXN-2024-020917,2024-12-09,124.9164,3947.4419,4.2543
TXN-2024-007075,2024-12-05,156.6293,15519.9562,4.9869
TXN-2024-023955,2024-11-17,196.3306,4001.6977,6.6969
TXN-2024-016306,2024-10-23,106.389,15510.7116,3.3733
TXN-2024-010144,2024-12-03,138.5658,5.0297,3.9119
TXN-2024-020016,2024-10-22,172.2368,17.7511,4.7753
TXN-2024-022186,2024-11-29,99.3467,3974.361,3.1705
TXN-2024-018708,2024-11-18,88.305,17.5132,2.7973
TXN-2024-012816,2024-10-26,30.3414,130.041,1.137
TXN-2024-003714,2024-12-21,233.8762,3944.9043,7.2939
TXN-2024-003086,2024-11-15,44.8293,129.829,1.6478
TXN-2024-007774,2024-11-30,101.4964,4002.2709,3.4062
TXN-2024-009397,2024-10-31,58.4635,15514.9808,1.858
TXN-2024-011956,2024-11-29,169.0818,15342.7639,4.6944
TXN-2024-013358,2024-12-02,26.6586,4.9998,1.0425
TXN-2024-021350,2024-11-05,30.0373,4051.0864,1.2061
TXN-2024-020267,2024-10-18,261.9066,3948.1629,8.8647
TXN-2024-024947,2024-10-09,174.7632,15567.4616,5.9839
TXN-2024-001580,2024-11-12,43.3551,4.9531,1.645
TXN-2024-024210,2024-10-18,28.7747,3952.6372,1.1684
TXN-2024-012246,2024-12-27,54.1099,17.5928,1.9954
TXN-2024-014764,2024-10-14,128.2018,15680.3589,4.4447
TXN-2024-003567,2024-10-25,263.5933,17.5511,7.9019
TXN-2024-013069,2024-12-19,334.8047,4047.6541,10.969
TXN-2024-021308,2024-10-13,25.1415,15542.4863,1.0377
TXN-2024-011689,2024-11-14,23.9506,15382.6621,0.9984
TXN-2024-022144,2024-12-02,194.2619,17.6396,6.4728
TXN-2024-014566,2024-11-03,203.0407,4031.3807,6.7536
TXN-2024-018470,2024-12-01,272.8203,4.9561,8.986
TXN-2024-007246,2024-10-22,235.3138,5.0665,7.3369
TXN-2024-018872,2024-10-08,135.0427,17.698,4.6708
TXN-2024-011890,2024-10-28,185.2252,17.4314,5.8409
TXN-2024-009001,2024-12-13,79.8899,3954.7552,2.695
TXN-2024-005683,2024-10-03,16.1759,4.9963,0.7746
TXN-2024-008548,2024-12-24,127.2164,15288.248,4.3279
TXN-2024-018468,2024-11-16,251.0382,4002.5351,6.7959
TXN-2024-008255,2024-11-12,225.0245,17.7213,7.0296
TXN-2024-001325,2024-12-03,204.4446,17.7513,6.7985
TXN-2024-022967,2024-11-27,253.149,17.6028,6.85
TXN-2024-007528,2024-10-09,25.8758,129.5948,1.0225
TXN-2024-004841,2024-12-21,108.9338,129.6599,3.8077
TXN-2024-007023,2024-12-16,101.6636,15701.8718,2.9657
