transaction_id,order_date,customer_currency,original_amount,payment_processor
TXN-2024-003073,2024-11-05,IDR,422788.19,Xendit
TXN-2024-003074,2024-11-19,KES,621.38,StripeConnect
TXN-2024-003075,2024-11-17,MXN,681.56,StripeConnect
TXN-2024-003076,2024-10-26,BRL,622.46,Xendit
TXN-2024-003077,2024-11-02,MXN,508.33,StripeConnect
TXN-2024-003078,2024-12-13,BRL,946.63,StripeConnect
TXN-2024-003079,2024-10-18,MXN,825.56,Xendit
TXN-2024-003080,2024-11-13,COP,412771.73,Xendit
TXN-2024-003081,2024-11-09,KES,13495.61,PayU
TXN-2024-003082,2024-12-18,KES,6741.85,MercadoPago
TXN-2024-003083,2024-11-01,COP,786017.2,Xendit
TXN-2024-003084,2024-11-04,MXN,2356.74,PayU
TXN-2024-003085,2024-10-21,BRL,1240.58,PayU
TXN-2024-003086,2024-11-14,KES,6034.07,StripeConnect
TXN-2024-003087,2024-10-30,COP,1171325.6,Xendit
TXN-2024-003088,2024-12-18,KES,11359.42,MercadoPago
TXN-2024-003089,2024-10-26,IDR,834190.1,PayU
TXN-2024-003090,2024-12-24,BRL,1497.41,StripeConnect
TXN-2024-003091,2024-10-29,IDR,642393.32,Xendit
TXN-2024-003092,2024-11-06,MXN,3919.91,PayU
TXN-2024-003093,2024-11-12,COP,315214.51,Flutterwave
TXN-2024-003094,2024-10-29,IDR,2600136.07,PayU
TXN-2024-003095,2024-11-24,BRL,715.22,StripeConnect
TXN-2024-003096,2024-12-01,BRL,1227.85,StripeConnect
TXN-2024-003097,2024-11-27,BRL,1005.47,Xendit
TXN-2024-003098,2024-10-08,IDR,1058393.18,Flutterwave
TXN-2024-003099,2024-10-10,BRL,1418.58,Flutterwave
TXN-2024-003100,2024-10-31,COP,406555.75,Xendit
TXN-2024-003101,2024-10-09,KES,1560.08,PayU
TXN-2024-003102,2024-10-04,KES,8687.11,Flutterwave
TXN-2024-003103,2024-12-24,IDR,2620002.42,StripeConnect
TXN-2024-003104,2024-10-28,KES,8461.04,MercadoPago
TXN-2024-003105,2024-10-16,KES,6799.35,PayU
TXN-2024-003106,2024-11-09,COP,211059.63,MercadoPago
TXN-2024-003107,2024-12-22,KES,13096.84,PayU
TXN-2024-003108,2024-10-01,MXN,3306.85,MercadoPago
TXN-2024-003109,2024-11-23,IDR,1741537.62,Flutterwave
TXN-2024-003110,2024-10-06,BRL,1018.94,Xendit
TXN-2024-003111,2024-12-07,BRL,1255.55,Xendit
TXN-2024-003112,2024-12-29,KES,6071.03,PayU
TXN-2024-003113,2024-11-12,BRL,127.42,StripeConnect
TXN-2024-003114,2024-12-23,MXN,1885.1,MercadoPago
TXN-2024-003115,2024-12-09,MXN,3877.47,Flutterwave
TXN-2024-003116,2024-10-21,MXN,4871.98,Flutterwave
TXN-2024-003117,2024-11-03,IDR,1776968.92,Flutterwave
TXN-2024-003118,2024-12-15,BRL,231.59,StripeConnect
TXN-2024-003119,2024-10-17,COP,178726.75,StripeConnect
TXN-2024-003120,2024-12-21,KES,5061.96,StripeConnect
TXN-2024-003121,2024-12-05,MXN,4163.64,StripeConnect
TXN-2024-003122,2024-12-08,COP,345915.92,PayU
TXN-2024-003123,2024-11-23,COP,1049487.71,Flutterwave
TXN-2024-003124,2024-12-03,BRL,1406.42,PayU
TXN-2024-003125,2024-12-19,BRL,440.89,Xendit
TXN-2024-003126,2024-12-05,COP,1141235.05,MercadoPago
TXN-2024-003127,2024-11-05,BRL,907.64,Flutterwave
TXN-2024-003128,2024-10-26,KES,4332.32,Flutterwave
TXN-2024-003129,2024-12-23,KES,12343.65,MercadoPago
TXN-2024-003130,2024-10-14,BRL,216.78,PayU
TXN-2024-003131,2024-11-23,COP,311116.09,StripeConnect
TXN-2024-003132,2024-12-24,KES,4124.31,PayU
TXN-2024-003133,2024-12-06,MXN,546.45,Flutterwave
TXN-2024-003134,2024-10-26,IDR,1824397.43,PayU
TXN-2024-003135,2024-11-19,MXN,2618.3,PayU
TXN-2024-003136,2024-10-14,BRL,779.81,StripeConnect
TXN-2024-003137,2024-11-22,MXN,3684.74,PayU
TXN-2024-003138,2024-10-09,BRL,153.32,Xendit
TXN-2024-003139,2024-11-10,BRL,386.12,MercadoPago
TXN-2024-003140,2024-11-04,MXN,1312.4,Flutterwave
TXN-2024-003141,2024-10-07,IDR,2607970.88,StripeConnect
TXN-2024-003142,2024-12-09,COP,1265262.24,MercadoPago
TXN-2024-003143,2024-10-20,COP,1366182.17,MercadoPago
TXN-2024-003144,2024-12-24,IDR,2745919.07,StripeConnect
TXN-2024-003145,2024-11-29,MXN,4797.85,Xendit
TXN-2024-003146,2024-10-05,MXN,4524.05,MercadoPago
TXN-2024-003147,2024-10-08,KES,8018.16,MercadoPago
TXN-2024-003148,2024-11-12,MXN,3523.5,PayU
TXN-2024-003149,2024-12-24,MXN,2626.8,StripeConnect
TXN-2024-003150,2024-12-05,MXN,2351.58,Flutterwave
TXN-2024-003151,2024-12-28,COP,222714.63,StripeConnect
TXN-2024-003152,2024-10-24,COP,1288413.24,PayU
TXN-2024-003153,2024-10-22,COP,943744.75,Flutterwave
TXN-2024-003154,2024-12-01,KES,2234.19,PayU
TXN-2024-003155,2024-11-22,MXN,1977.03,Flutterwave
TXN-2024-003156,2024-10-27,IDR,1253524.62,StripeConnect
TXN-2024-003157,2024-12-11,BRL,867.8,StripeConnect
TXN-2024-003158,2024-11-02,MXN,3054.97,StripeConnect
TXN-2024-003159,2024-10-11,KES,2822.84,MercadoPago
TXN-2024-003160,2024-11-06,IDR,1228825.29,Flutterwave
TXN-2024-003161,2024-12-23,COP,1161213.09,MercadoPago
TXN-2024-003162,2024-12-23,KES,2448.34,PayU
TXN-2024-003163,2024-12-08,COP,1036801.02,Flutterwave
TXN-2024-003164,2024-10-16,MXN,405.35,PayU
TXN-2024-003165,2024-10-04,MXN,4098.69,Flutterwave
TXN-2024-003166,2024-10-16,BRL,1078.23,StripeConnect
TXN-2024-003167,2024-10-31,IDR,104916.18,PayU
TXN-2024-003168,2024-12-28,KES,12036.31,Flutterwave
TXN-2024-003169,2024-10-10,BRL,243.86,MercadoPago
TXN-2024-003170,2024-10-19,COP,527430.52,StripeConnect
TXN-2024-003171,2024-10-03,BRL,153.44,MercadoPago
TXN-2024-003172,2024-10-22,KES,585.94,Flutterwave
TXN-2024-003173,2024-11-06,BRL,938.55,PayU
TXN-2024-003174,2024-11-19,KES,1534.68,PayU
TXN-2024-003175,2024-11-16,MXN,2851.74,Flutterwave
TXN-2024-003176,2024-10-17,MXN,3779.68,Flutterwave
TXN-2024-003177,2024-10-08,MXN,4289.99,StripeConnect
TXN-2024-003178,2024-12-01,IDR,327572.95,StripeConnect
TXN-2024-003179,2024-10-30,BRL,934.01,Flutterwave
TXN-2024-003180,2024-10-04,COP,1171249.25,StripeConnect
TXN-2024-003181,2024-11-26,BRL,1360.6,Xendit
TXN-2024-003182,2024-12-02,IDR,2828242.96,Flutterwave
TXN-2024-003183,2024-11-17,IDR,1047038.78,PayU
TXN-2024-003184,2024-12-13,MXN,1182.44,MercadoPago
TXN-2024-003185,2024-10-22,KES,12478.41,MercadoPago
TXN-2024-003186,2024-10-26,BRL,1192.97,Flutterwave
TXN-2024-003187,2024-12-19,MXN,1320.46,Flutterwave
TXN-2024-003188,2024-12-28,KES,8333.15,StripeConnect
TXN-2024-003189,2024-11-26,BRL,305.25,PayU
TXN-2024-003190,2024-10-25,IDR,2437802.63,StripeConnect
TXN-2024-003191,2024-11-23,COP,935990.06,Flutterwave
TXN-2024-003192,2024-11-15,MXN,4730.68,Xendit
TXN-2024-003193,2024-12-14,BRL,1416.43,MercadoPago
TXN-2024-003194,2024-12-22,COP,1131305.36,StripeConnect
TXN-2024-003195,2024-10-17,IDR,2037727.88,Xendit
TXN-2024-003196,2024-10-03,MXN,3262.44,MercadoPago
TXN-2024-003197,2024-12-14,KES,7354.35,StripeConnect
TXN-2024-003198,2024-10-25,COP,730812.14,Flutterwave
TXN-2024-003199,2024-11-08,IDR,2171579.29,PayU
TXN-2024-003200,2024-10-28,IDR,788012.0,StripeConnect
TXN-2024-003201,2024-10-07,MXN,4673.35,MercadoPago
TXN-2024-003202,2024-11-28,IDR,2018395.97,MercadoPago
TXN-2024-003203,2024-12-03,MXN,1708.29,PayU
TXN-2024-003204,2024-10-31,COP,200981.87,MercadoPago
TXN-2024-003205,2024-12-10,MXN,4157.97,Xendit
TXN-2024-003206,2024-10-15,KES,12155.24,StripeConnect
TXN-2024-003207,2024-12-16,BRL,1084.75,StripeConnect
TXN-2024-003208,2024-10-24,COP,1351177.29,StripeConnect
TXN-2024-003209,2024-11-04,MXN,2603.65,PayU
TXN-2024-003210,2024-10-13,BRL,183.83,Flutterwave
TXN-2024-003211,2024-12-04,BRL,729.44,StripeConnect
TXN-2024-003212,2024-10-15,MXN,266.18,Flutterwave
TXN-2024-003213,2024-11-14,MXN,3280.14,Flutterwave
TXN-2024-003214,2024-11-14,COP,1405484.28,StripeConnect
TXN-2024-003215,2024-11-09,MXN,562.43,StripeConnect
TXN-2024-003216,2024-11-17,KES,5933.79,StripeConnect
TXN-2024-003217,2024-11-26,MXN,1124.87,PayU
TXN-2024-003218,2024-12-09,MXN,822.84,MercadoPago
TXN-2024-003219,2024-11-16,MXN,1884.71,PayU
TXN-2024-003220,2024-11-13,IDR,1268687.65,Xendit
TXN-2024-003221,2024-10-07,KES,1809.21,Flutterwave
TXN-2024-003222,2024-10-03,BRL,1099.14,Flutterwave
TXN-2024-003223,2024-12-01,KES,4048.77,Flutterwave
TXN-2024-003224,2024-12-03,KES,2620.8,StripeConnect
TXN-2024-003225,2024-11-02,MXN,3785.24,StripeConnect
TXN-2024-003226,2024-10-27,MXN,3426.2,MercadoPago
TXN-2024-003227,2024-10-29,MXN,4757.87,Flutterwave
TXN-2024-003228,2024-11-23,COP,750763.48,PayU
TXN-2024-003229,2024-11-18,KES,10361.87,StripeConnect
TXN-2024-003230,2024-12-22,COP,1251066.74,Flutterwave
TXN-2024-003231,2024-10-12,BRL,1058.27,Xendit
TXN-2024-003232,2024-10-28,COP,1028088.82,StripeConnect
TXN-2024-003233,2024-10-02,BRL,1370.93,Flutterwave
TXN-2024-003234,2024-12-03,MXN,644.65,MercadoPago
TXN-2024-003235,2024-11-24,BRL,1395.86,StripeConnect
TXN-2024-003236,2024-12-09,MXN,4283.7,Flutterwave
TXN-2024-003237,2024-10-13,BRL,1090.58,Xendit
TXN-2024-003238,2024-12-19,BRL,1495.54,StripeConnect
TXN-2024-003239,2024-11-18,MXN,3833.96,Xendit
TXN-2024-003240,2024-11-04,BRL,496.9,MercadoPago
TXN-2024-003241,2024-12-07,MXN,3010.33,PayU
TXN-2024-003242,2024-11-02,MXN,906.19,MercadoPago
TXN-2024-003243,2024-11-07,BRL,1373.07,PayU
TXN-2024-003244,2024-11-02,MXN,3714.94,Xendit
TXN-2024-003245,2024-11-01,MXN,1018.33,Flutterwave
TXN-2024-003246,2024-11-16,BRL,563.39,MercadoPago
TXN-2024-003247,2024-11-07,IDR,2650607.02,Flutterwave
TXN-2024-003248,2024-12-14,MXN,3427.43,MercadoPago
TXN-2024-003249,2024-11-30,MXN,4969.53,Xendit
TXN-2024-003250,2024-11-13,COP,794656.65,MercadoPago
TXN-2024-003251,2024-10-03,KES,12079.99,StripeConnect
TXN-2024-003252,2024-10-06,COP,823300.3,MercadoPago
TXN-2024-003253,2024-10-28,COP,1110255.03,StripeConnect
TXN-2024-003254,2024-12-25,BRL,1454.59,PayU
TXN-2024-003255,2024-11-01,BRL,1273.69,Flutterwave
TXN-2024-003256,2024-11-16,IDR,1825203.01,Xendit
TXN-2024-003257,2024-12-04,IDR,2677180.86,MercadoPago
TXN-2024-003258,2024-12-06,BRL,1008.73,MercadoPago
TXN-2024-003259,2024-11-22,IDR,635171.18,StripeConnect
TXN-2024-003260,2024-10-16,IDR,2924528.71,Xendit
TXN-2024-003261,2024-11-11,IDR,2453584.05,MercadoPago
TXN-2024-003262,2024-11-25,KES,10236.83,StripeConnect
TXN-2024-003263,2024-12-12,MXN,2922.41,MercadoPago
TXN-2024-003264,2024-12-10,IDR,2899543.59,StripeConnect
TXN-2024-003265,2024-12-24,MXN,4636.54,MercadoPago
TXN-2024-003266,2024-11-08,BRL,821.03,StripeConnect
TXN-2024-003267,2024-12-28,COP,1041296.18,Xendit
TXN-2024-003268,2024-10-20,IDR,1138527.95,MercadoPago
TXN-2024-003269,2024-11-07,KES,7511.63,PayU
TXN-2024-003270,2024-12-11,MXN,2149.22,StripeConnect
TXN-2024-003271,2024-10-23,KES,11650.77,MercadoPago
TXN-2024-003272,2024-12-19,BRL,299.68,StripeConnect
TXN-2024-003273,2024-12-04,IDR,536658.62,PayU
TXN-2024-003274,2024-12-05,MXN,1259.86,Flutterwave
TXN-2024-003275,2024-12-21,MXN,1660.66,StripeConnect
TXN-2024-003276,2024-10-14,IDR,485948.75,PayU
TXN-2024-003277,2024-10-05,MXN,4397.98,StripeConnect
TXN-2024-003278,2024-12-23,IDR,2040404.67,Flutterwave
TXN-2024-003279,2024-12-12,KES,12248.91,Xendit
TXN-2024-003280,2024-11-02,MXN,3756.86,MercadoPago
TXN-2024-003281,2024-12-26,KES,7243.17,MercadoPago
TXN-2024-003282,2024-12-19,COP,1369329.08,Flutterwave
TXN-2024-003283,2024-10-21,MXN,1349.21,Xendit
TXN-2024-003284,2024-12-14,KES,998.63,Xendit
TXN-2024-003285,2024-10-05,COP,252115.85,MercadoPago
TXN-2024-003286,2024-11-02,BRL,94.93,MercadoPago
TXN-2024-003287,2024-11-15,IDR,182458.99,StripeConnect
TXN-2024-003288,2024-11-20,MXN,2801.58,Xendit
TXN-2024-003289,2024-11-09,COP,954784.73,PayU
TXN-2024-003290,2024-11-30,BRL,793.87,Flutterwave
TXN-2024-003291,2024-10-07,COP,1202704.51,Flutterwave
TXN-2024-003292,2024-12-14,BRL,848.75,Xendit
TXN-2024-003293,2024-10-24,MXN,1871.92,Xendit
TXN-2024-003294,2024-12-10,COP,923043.59,Xendit
TXN-2024-003295,2024-11-16,IDR,1659578.25,Flutterwave
TXN-2024-003296,2024-10-01,COP,771757.68,Flutterwave
TXN-2024-003297,2024-10-25,MXN,3147.1,StripeConnect
TXN-2024-003298,2024-12-28,IDR,1748266.37,Xendit
TXN-2024-003299,2024-12-25,IDR,2025168.78,StripeConnect
TXN-2024-003300,2024-11-19,IDR,2242328.04,PayU
TXN-2024-003301,2024-12-07,MXN,1590.26,MercadoPago
TXN-2024-003302,2024-10-29,IDR,2974318.75,StripeConnect
TXN-2024-003303,2024-11-07,BRL,419.54,Flutterwave
TXN-2024-003304,2024-10-05,BRL,1240.98,StripeConnect
TXN-2024-003305,2024-10-12,MXN,2358.82,StripeConnect
TXN-2024-003306,2024-11-10,BRL,1248.76,StripeConnect
TXN-2024-003307,2024-11-16,COP,789287.98,MercadoPago
TXN-2024-003308,2024-12-27,BRL,439.1,PayU
TXN-2024-003309,2024-10-21,MXN,1073.63,StripeConnect
TXN-2024-003310,2024-11-03,BRL,1294.56,PayU
TXN-2024-003311,2024-11-26,MXN,4274.76,PayU
TXN-2024-003312,2024-11-13,IDR,415215.62,PayU
TXN-2024-003313,2024-10-18,KES,2755.53,MercadoPago
TXN-2024-003314,2024-11-02,BRL,857.11,StripeConnect
TXN-2024-003315,2024-11-16,IDR,2693502.93,MercadoPago
TXN-2024-003316,2024-12-12,BRL,913.46,StripeConnect
TXN-2024-003317,2024-10-20,KES,11137.71,MercadoPago
TXN-2024-003318,2024-11-11,BRL,1373.66,Xendit
TXN-2024-003319,2024-11-15,BRL,843.28,Flutterwave
TXN-2024-003320,2024-11-09,MXN,4493.98,StripeConnect
TXN-2024-003321,2024-11-29,MXN,1845.09,PayU
TXN-2024-003322,2024-11-21,IDR,1314484.58,StripeConnect
TXN-2024-003323,2024-10-20,MXN,2460.28,StripeConnect
TXN-2024-003324,2024-12-24,BRL,1347.39,Flutterwave
TXN-2024-003325,2024-12-20,MXN,3544.93,PayU
TXN-2024-003326,2024-10-02,COP,1107799.99,PayU
TXN-2024-003327,2024-12-25,MXN,1997.63,MercadoPago
TXN-2024-003328,2024-12-28,MXN,2527.37,StripeConnect
TXN-2024-003329,2024-11-22,MXN,342.55,MercadoPago
TXN-2024-003330,2024-11-24,BRL,681.21,Xendit
TXN-2024-003331,2024-11-04,BRL,1107.69,Flutterwave
TXN-2024-003332,2024-10-21,IDR,1722397.38,Flutterwave
TXN-2024-003333,2024-12-12,BRL,499.02,Xendit
TXN-2024-003334,2024-10-27,MXN,4928.92,Flutterwave
TXN-2024-003335,2024-12-12,IDR,2066244.7,StripeConnect
TXN-2024-003336,2024-11-13,KES,12305.71,PayU
TXN-2024-003337,2024-12-23,COP,980146.96,StripeConnect
TXN-2024-003338,2024-10-09,BRL,760.32,MercadoPago
TXN-2024-003339,2024-11-05,COP,427357.35,PayU
TXN-2024-003340,2024-10-17,BRL,966.17,StripeConnect
TXN-2024-003341,2024-11-12,COP,723535.4,MercadoPago
TXN-2024-003342,2024-10-15,MXN,1192.99,PayU
TXN-2024-003343,2024-11-08,KES,3319.24,StripeConnect
TXN-2024-003344,2024-11-16,COP,64854.8,StripeConnect
TXN-2024-003345,2024-11-20,IDR,2538780.29,Flutterwave
TXN-2024-003346,2024-11-23,IDR,569858.24,MercadoPago
TXN-2024-003347,2024-11-23,IDR,2702516.62,StripeConnect
TXN-2024-003348,2024-10-10,IDR,1826163.11,MercadoPago
TXN-2024-003349,2024-11-23,MXN,3728.61,Xendit
TXN-2024-003350,2024-10-27,IDR,1107715.96,PayU
TXN-2024-003351,2024-11-21,IDR,2923987.53,MercadoPago
TXN-2024-003352,2024-10-12,MXN,4158.63,Flutterwave
TXN-2024-003353,2024-12-21,COP,885386.82,MercadoPago
TXN-2024-003354,2024-11-23,MXN,3029.29,Xendit
TXN-2024-003355,2024-12-27,KES,9531.56,MercadoPago
TXN-2024-003356,2024-10-03,COP,635967.3,StripeConnect
TXN-2024-003357,2024-11-19,COP,564908.09,Xendit
TXN-2024-003358,2024-10-07,MXN,3817.92,Xendit
TXN-2024-003359,2024-11-15,MXN,3983.27,Xendit
TXN-2024-003360,2024-11-15,BRL,846.55,PayU
TXN-2024-003361,2024-12-24,KES,1160.16,Flutterwave
TXN-2024-003362,2024-12-26,BRL,1356.37,Xendit
TXN-2024-003363,2024-11-28,MXN,3988.08,PayU
TXN-2024-003364,2024-10-09,BRL,1044.28,PayU
TXN-2024-003365,2024-10-05,MXN,2469.78,PayU
TXN-2024-003366,2024-12-21,KES,13746.56,Xendit
TXN-2024-003367,2024-10-23,KES,14623.96,PayU
TXN-2024-003368,2024-11-14,MXN,1373.37,MercadoPago
TXN-2024-003369,2024-12-26,MXN,1970.49,PayU
TXN-2024-003370,2024-10-02,BRL,575.85,MercadoPago
TXN-2024-003371,2024-11-15,BRL,484.96,Flutterwave
TXN-2024-003372,2024-12-28,IDR,1353210.62,PayU
TXN-2024-003373,2024-11-03,COP,776329.97,PayU
TXN-2024-003374,2024-10-25,MXN,4644.32,PayU
TXN-2024-003375,2024-12-15,BRL,1062.08,StripeConnect
TXN-2024-003376,2024-10-04,BRL,486.25,Xendit
TXN-2024-003377,2024-12-18,BRL,1071.79,PayU
TXN-2024-003378,2024-12-25,IDR,1971307.18,Xendit
TXN-2024-003379,2024-10-02,MXN,2014.22,PayU
TXN-2024-003380,2024-10-05,COP,1425282.77,Xendit
TXN-2024-003381,2024-11-26,COP,760722.31,MercadoPago
TXN-2024-003382,2024-10-20,COP,1163712.81,PayU
TXN-2024-003383,2024-10-28,COP,1235658.91,PayU
TXN-2024-003384,2024-11-17,COP,897881.61,Flutterwave
TXN-2024-003385,2024-11-11,IDR,331764.55,PayU
TXN-2024-003386,2024-10-26,IDR,2254882.23,Flutterwave
TXN-2024-003387,2024-10-09,KES,10291.32,PayU
TXN-2024-003388,2024-11-08,IDR,2316301.25,StripeConnect
TXN-2024-003389,2024-10-05,IDR,1942302.81,MercadoPago
TXN-2024-003390,2024-11-27,IDR,1662718.8,PayU
TXN-2024-003391,2024-10-31,BRL,1467.82,Xendit
TXN-2024-003392,2024-10-11,IDR,506059.69,Xendit
TXN-2024-003393,2024-11-27,KES,5238.99,PayU
TXN-2024-003394,2024-11-21,BRL,1490.68,PayU
TXN-2024-003395,2024-11-11,MXN,4942.02,MercadoPago
TXN-2024-003396,2024-10-28,KES,6704.95,MercadoPago
TXN-2024-003397,2024-12-01,MXN,1235.28,StripeConnect
TXN-2024-003398,2024-10-23,IDR,2153870.64,StripeConnect
TXN-2024-003399,2024-10-31,KES,1272.92,PayU
TXN-2024-003400,2024-12-21,COP,911847.97,Xendit
TXN-2024-003401,2024-10-05,KES,1133.45,Flutterwave
TXN-2024-003402,2024-11-24,MXN,3998.7,MercadoPago
TXN-2024-003403,2024-12-22,KES,13288.79,PayU
TXN-2024-003404,2024-12-27,IDR,2276268.6,StripeConnect
TXN-2024-003405,2024-11-16,MXN,3823.05,StripeConnect
TXN-2024-003406,2024-11-03,COP,882537.87,PayU
TXN-2024-003407,2024-10-02,BRL,182.75,StripeConnect
TXN-2024-003408,2024-10-19,COP,661985.69,Xendit
TXN-2024-003409,2024-10-02,IDR,2527231.56,Xendit
TXN-2024-003410,2024-10-12,MXN,2810.42,Xendit
TXN-2024-003411,2024-12-08,BRL,668.41,StripeConnect
TXN-2024-003412,2024-10-11,MXN,3131.73,Flutterwave
TXN-2024-003413,2024-12-30,KES,1536.31,MercadoPago
TXN-2024-003414,2024-10-01,COP,343928.03,PayU
TXN-2024-003415,2024-12-06,KES,6750.07,Xendit
TXN-2024-003416,2024-11-06,MXN,2872.75,MercadoPago
TXN-2024-003417,2024-11-08,COP,1066224.65,Xendit
TXN-2024-003418,2024-12-12,BRL,73.17,MercadoPago
TXN-2024-003419,2024-11-16,IDR,2975362.52,Flutterwave
TXN-2024-003420,2024-10-06,BRL,660.84,StripeConnect
TXN-2024-003421,2024-11-02,IDR,1221579.65,PayU
TXN-2024-003422,2024-12-20,COP,133947.47,Xendit
TXN-2024-003423,2024-11-24,IDR,2182603.92,Xendit
TXN-2024-003424,2024-11-03,KES,12184.3,PayU
TXN-2024-003425,2024-11-26,BRL,620.49,StripeConnect
TXN-2024-003426,2024-12-13,KES,6960.07,PayU
TXN-2024-003427,2024-10-02,IDR,2641689.67,MercadoPago
TXN-2024-003428,2024-12-22,BRL,720.07,MercadoPago
TXN-2024-003429,2024-11-18,IDR,2542235.16,Flutterwave
TXN-2024-003430,2024-12-10,MXN,1291.42,Flutterwave
TXN-2024-003431,2024-11-23,MXN,4312.72,StripeConnect
TXN-2024-003432,2024-12-08,MXN,1486.02,Flutterwave
TXN-2024-003433,2024-10-28,BRL,650.03,Flutterwave
TXN-2024-003434,2024-11-01,MXN,4224.37,StripeConnect
TXN-2024-003435,2024-10-23,COP,489371.81,MercadoPago
TXN-2024-003436,2024-10-08,COP,256040.63,Xendit
TXN-2024-003437,2024-10-10,BRL,717.1,StripeConnect
TXN-2024-003438,2024-12-17,IDR,799642.83,StripeConnect
TXN-2024-003439,2024-10-18,MXN,466.88,Xendit
TXN-2024-003440,2024-11-29,BRL,1337.66,Xendit
TXN-2024-003441,2024-10-22,BRL,873.4,Flutterwave
TXN-2024-003442,2024-12-02,COP,980237.66,StripeConnect
TXN-2024-003443,2024-11-11,IDR,2036328.74,StripeConnect
TXN-2024-003444,2024-11-13,IDR,1709411.4,Flutterwave
TXN-2024-003445,2024-12-19,MXN,528.86,PayU
TXN-2024-003446,2024-10-03,IDR,2659144.7,StripeConnect
TXN-2024-003447,2024-11-09,COP,559248.92,StripeConnect
TXN-2024-003448,2024-11-20,MXN,2582.13,Flutterwave
TXN-2024-003449,2024-10-12,BRL,1401.65,StripeConnect
TXN-2024-003450,2024-10-17,MXN,566.47,PayU
TXN-2024-003451,2024-12-22,MXN,4270.06,Xendit
TXN-2024-003452,2024-12-15,BRL,585.89,MercadoPago
TXN-2024-003453,2024-10-23,COP,1307586.22,PayU
TXN-2024-003454,2024-11-25,MXN,931.42,MercadoPago
TXN-2024-003455,2024-10-12,IDR,1437050.4,PayU
TXN-2024-003456,2024-12-26,BRL,1114.95,Flutterwave
TXN-2024-003457,2024-12-30,COP,1259966.55,Xendit
TXN-2024-003458,2024-10-20,BRL,716.95,Xendit
TXN-2024-003459,2024-12-30,IDR,1162154.52,StripeConnect
TXN-2024-003460,2024-11-05,COP,823057.4,MercadoPago
TXN-2024-003461,2024-12-18,MXN,1441.36,Xendit
TXN-2024-003462,2024-11-23,KES,4482.91,StripeConnect
TXN-2024-003463,2024-11-17,COP,351471.71,Flutterwave
TXN-2024-003464,2024-12-14,MXN,1756.56,MercadoPago
TXN-2024-003465,2024-11-17,IDR,2697483.15,Xendit
TXN-2024-003466,2024-12-11,COP,293494.71,Flutterwave
TXN-2024-003467,2024-10-18,MXN,4234.88,PayU
TXN-2024-003468,2024-11-06,KES,11551.85,Flutterwave
TXN-2024-003469,2024-11-05,KES,12396.64,Xendit
TXN-2024-003470,2024-11-03,BRL,826.92,MercadoPago
TXN-2024-003471,2024-10-20,IDR,247538.05,StripeConnect
TXN-2024-003472,2024-11-09,BRL,1120.16,PayU
TXN-2024-003473,2024-10-26,BRL,1294.46,MercadoPago
TXN-2024-003474,2024-11-10,COP,438396.64,StripeConnect
TXN-2024-003475,2024-12-25,KES,14939.11,StripeConnect
TXN-2024-003476,2024-10-08,BRL,794.96,PayU
TXN-2024-003477,2024-12-08,BRL,585.14,MercadoPago
TXN-2024-003478,2024-12-27,COP,971916.05,MercadoPago
TXN-2024-003479,2024-10-04,IDR,1660137.51,PayU
TXN-2024-003480,2024-11-28,COP,281199.79,StripeConnect
TXN-2024-003481,2024-10-16,MXN,758.32,MercadoPago
TXN-2024-003482,2024-11-27,BRL,977.52,MercadoPago
TXN-2024-003483,2024-11-05,IDR,1827927.49,Xendit
TXN-2024-003484,2024-11-09,COP,164073.94,PayU
TXN-2024-003485,2024-10-14,MXN,2621.52,MercadoPago
TXN-2024-003486,2024-10-13,IDR,1347015.33,StripeConnect
TXN-2024-003487,2024-11-01,COP,714231.39,PayU
TXN-2024-003488,2024-12-01,MXN,1584.49,StripeConnect
TXN-2024-003489,2024-12-06,COP,959185.37,StripeConnect
TXN-2024-003490,2024-11-03,MXN,4036.17,MercadoPago
TXN-2024-003491,2024-10-02,MXN,2278.5,StripeConnect
TXN-2024-003492,2024-10-26,MXN,3178.86,Flutterwave
TXN-2024-003493,2024-10-21,MXN,1586.78,StripeConnect
TXN-2024-003494,2024-10-27,BRL,698.05,Flutterwave
TXN-2024-003495,2024-11-18,IDR,1880725.0,Flutterwave
TXN-2024-003496,2024-10-12,BRL,72.42,PayU
TXN-2024-003497,2024-12-26,BRL,437.8,PayU
TXN-2024-003498,2024-11-02,BRL,920.22,Flutterwave
TXN-2024-003499,2024-11-29,IDR,685398.83,MercadoPago
TXN-2024-003500,2024-10-25,IDR,2141682.4,PayU
TXN-2024-003501,2024-11-29,KES,2368.89,PayU
TXN-2024-003502,2024-12-12,BRL,420.96,StripeConnect
TXN-2024-003503,2024-10-05,MXN,2089.93,Flutterwave
TXN-2024-003504,2024-12-06,MXN,1351.13,MercadoPago
TXN-2024-003505,2024-11-15,IDR,1345884.95,StripeConnect
TXN-2024-003506,2024-12-19,KES,4105.47,PayU
TXN-2024-003507,2024-11-15,KES,3625.85,PayU
TXN-2024-003508,2024-11-28,BRL,1093.16,MercadoPago
TXN-2024-003509,2024-10-25,BRL,1136.89,PayU
TXN-2024-003510,2024-10-20,MXN,961.51,PayU
TXN-2024-003511,2024-10-07,MXN,2529.06,Flutterwave
TXN-2024-003512,2024-12-13,BRL,351.4,PayU
